attendance,study_hours,internal_marks,assignments_submitted,activities_participated,outcome
33.2,3.1,65.5,5,5,Fail
91.3,4.0,57.0,1,5,Pass
50.7,0.8,98.0,1,1,Fail
76.3,1.9,67.0,8,1,Fail
26.9,4.6,44.0,6,2,Fail
76.8,0.9,42.3,6,4,Fail
48.7,4.8,70.9,4,3,Pass
29.2,1.0,64.2,6,2,Fail
70.7,4.7,25.6,8,1,Pass
43.1,2.3,87.3,9,2,Pass
54.0,3.6,77.8,4,4,Pass
31.0,1.3,74.6,8,5,Fail
36.0,0.8,30.2,0,5,Fail
47.3,1.6,52.2,2,5,Fail
31.7,1.1,95.2,6,5,Fail
93.3,2.1,89.7,3,3,Pass
25.5,3.1,46.4,1,0,Fail
61.3,3.4,36.8,2,3,Fail
34.2,4.4,58.7,6,2,Pass
48.1,3.8,51.7,7,1,Pass
94.5,3.5,76.2,10,4,Pass
37.1,2.6,97.5,8,2,Pass
97.4,2.9,52.2,5,0,Fail
40.4,2.6,29.7,9,4,Fail
80.6,4.7,92.3,8,4,Pass
66.0,1.7,27.8,3,4,Fail
91.3,0.5,96.5,4,2,Fail
66.5,3.8,74.8,0,0,Fail
65.1,1.5,95.6,8,2,Pass
39.7,5.0,40.0,8,4,Pass
37.5,4.8,28.1,8,4,Pass
93.7,0.9,61.6,2,1,Fail
49.6,1.0,58.8,9,3,Fail
52.9,3.0,49.9,9,2,Pass
82.0,3.5,96.8,9,0,Pass
50.4,1.9,86.7,7,4,Pass
96.4,4.1,74.6,2,2,Pass
80.3,3.5,37.2,5,3,Fail
69.8,2.1,80.1,4,2,Fail
91.1,0.6,79.5,7,3,Fail
28.7,4.3,56.9,2,2,Fail
44.3,1.6,94.4,0,1,Fail
59.9,4.7,37.5,8,2,Pass
42.0,2.6,45.1,9,5,Fail
80.8,3.4,29.7,8,1,Fail
93.9,4.9,84.7,2,3,Pass
56.8,4.8,71.6,1,4,Pass
50.7,2.4,48.6,3,4,Fail
97.1,1.5,37.3,7,2,Fail
58.4,4.4,28.0,5,0,Fail
61.7,2.7,37.5,9,2,Fail
51.4,1.5,59.0,0,1,Fail
93.2,5.0,43.5,7,1,Pass
67.7,1.5,44.4,4,3,Fail
82.2,0.6,90.7,5,2,Fail
85.9,0.6,63.6,4,3,Fail
50.6,3.6,79.7,9,0,Pass
57.5,3.8,27.7,4,4,Fail
88.6,2.1,52.4,2,4,Fail
52.2,2.1,60.9,3,2,Fail
84.5,2.2,39.0,4,3,Fail
95.6,3.9,34.0,10,3,Pass
71.7,0.8,90.3,10,0,Fail
80.6,5.1,95.5,1,3,Pass
85.4,1.6,30.9,5,5,Fail
88.4,5.5,51.2,1,5,Pass
54.6,1.4,96.9,3,1,Fail
28.8,4.4,31.2,0,5,Fail
55.1,1.6,73.3,3,5,Fail
75.5,0.9,97.9,6,1,Fail
58.8,4.9,98.4,7,5,Pass
81.2,4.8,60.3,1,5,Pass
51.8,2.5,37.2,2,1,Fail
72.6,4.0,40.2,0,2,Fail
39.0,3.3,91.7,6,1,Pass
81.2,4.8,93.4,3,1,Pass
65.9,2.1,70.6,10,5,Pass
40.3,3.1,82.5,9,4,Pass
46.9,2.9,80.5,7,5,Pass
81.1,2.3,74.6,4,2,Fail
61.2,5.0,87.0,8,1,Pass
41.2,1.3,76.4,5,0,Fail
97.5,1.2,65.1,10,1,Pass
78.6,3.4,42.8,9,2,Pass
96.8,3.8,80.8,1,3,Pass
57.0,1.5,60.5,0,5,Fail
60.6,2.5,47.1,0,4,Fail
92.3,5.2,85.1,8,4,Pass
64.4,1.7,77.3,0,5,Fail
78.0,3.8,95.3,2,5,Pass
43.9,4.2,37.4,1,2,Fail
58.5,2.7,73.7,3,1,Fail
34.3,5.2,43.3,0,0,Fail
40.4,4.2,92.8,0,1,Fail
25.1,2.8,32.5,3,1,Fail
27.9,3.3,74.2,3,0,Fail
98.3,4.0,84.3,6,4,Pass
43.2,3.5,51.6,7,1,Fail
74.7,4.9,96.6,7,3,Pass
87.9,2.3,88.8,7,3,Pass
66.3,2.0,47.1,8,2,Fail
36.5,1.6,25.6,0,2,Fail
79.6,0.7,47.2,8,0,Fail
70.0,0.7,46.1,9,0,Fail
79.8,4.9,91.7,7,2,Pass
82.7,3.9,97.5,0,5,Pass
98.2,3.8,30.3,6,1,Pass
68.0,3.6,60.3,8,5,Pass
50.6,4.7,66.1,3,4,Pass
73.6,2.9,32.0,8,3,Fail
30.1,4.9,53.3,0,0,Fail
92.3,2.3,48.8,8,2,Pass
34.0,5.1,65.2,5,3,Pass
49.6,4.0,74.6,3,5,Pass
86.2,1.8,77.8,4,0,Fail
69.8,3.3,35.3,6,0,Fail
54.5,3.2,86.0,9,1,Pass
60.5,1.2,75.9,3,0,Fail
89.1,3.5,91.7,7,4,Pass
50.5,2.1,58.7,2,0,Fail
90.2,0.8,92.0,1,4,Fail
31.6,5.2,89.9,0,5,Pass
83.3,3.7,57.9,5,1,Pass
88.6,4.9,53.6,1,4,Pass
38.6,3.9,95.0,7,5,Pass
57.3,2.3,78.6,10,3,Pass
37.4,3.1,94.6,9,0,Pass
78.0,3.9,84.8,3,2,Pass
65.2,5.3,70.7,8,2,Pass
72.6,1.8,33.7,3,4,Fail
39.7,4.9,46.9,3,1,Fail
40.9,5.1,97.7,7,4,Pass
28.1,3.9,49.0,7,5,Pass
49.2,5.2,32.0,4,5,Pass
67.0,2.5,78.1,2,4,Fail
89.3,5.3,80.1,1,4,Pass
75.0,4.0,46.4,8,3,Pass
57.7,0.7,47.3,8,5,Fail
96.5,5.0,60.2,4,3,Pass
78.9,2.9,26.6,7,4,Fail
94.8,2.8,84.2,6,1,Pass
64.6,3.3,48.8,2,0,Fail
44.4,1.2,89.0,4,5,Fail
29.0,2.8,85.2,8,2,Pass
79.5,4.7,74.6,3,3,Pass
34.1,0.6,49.4,2,5,Fail
47.7,1.9,63.7,6,0,Fail
64.9,0.5,58.4,7,3,Fail
67.3,2.6,50.4,4,5,Fail
70.0,4.1,88.6,7,3,Pass
37.5,4.5,61.3,4,3,Pass
53.5,5.2,87.5,8,4,Pass
71.3,3.5,32.9,6,4,Fail
97.7,1.8,35.6,4,3,Fail
79.6,5.1,98.3,8,3,Pass
94.2,4.4,69.1,4,2,Pass
82.2,3.4,63.2,7,0,Pass
69.4,4.0,64.2,3,0,Fail
39.4,5.1,41.1,8,1,Pass
75.0,4.1,78.9,5,1,Pass
71.8,2.3,31.4,5,1,Fail
70.2,4.1,68.0,2,4,Pass
61.7,0.7,67.8,2,4,Fail
64.6,2.4,93.6,3,2,Fail
50.1,2.5,64.5,0,4,Fail
63.9,1.3,35.3,5,1,Fail
39.8,0.6,68.0,0,5,Fail
85.4,1.2,31.8,10,3,Fail
38.9,3.8,40.3,3,1,Fail
31.4,4.5,27.3,6,2,Fail
57.7,5.4,63.5,5,3,Pass
74.4,2.2,31.3,7,4,Fail
57.8,3.5,60.2,3,3,Fail
45.8,5.2,95.0,8,5,Pass
66.9,1.3,79.0,9,2,Fail
51.0,4.1,30.8,7,4,Pass
95.0,4.3,41.8,4,0,Pass
94.2,0.9,75.5,5,1,Fail
62.7,4.8,92.1,4,5,Pass
49.6,4.6,27.5,5,5,Pass
80.3,0.7,85.9,0,1,Fail
27.8,1.0,67.1,3,2,Fail
60.6,0.7,66.0,8,2,Fail
50.2,2.2,96.8,3,5,Fail
94.0,3.0,81.1,1,1,Fail
25.9,3.2,88.8,5,3,Pass
66.5,1.8,51.5,1,0,Fail
80.5,5.1,66.6,2,0,Pass
61.4,2.3,71.2,6,2,Fail
31.4,0.7,49.1,3,2,Fail
97.9,2.0,67.8,0,3,Fail
63.9,3.2,42.7,8,2,Fail
71.1,2.5,35.8,5,0,Fail
42.7,1.9,53.0,8,1,Fail
61.3,1.2,80.4,2,5,Fail
57.2,4.6,93.7,4,0,Pass
30.6,5.5,59.3,8,3,Pass
33.0,2.1,73.2,5,1,Fail
87.8,2.4,32.7,1,1,Fail
43.0,3.6,92.8,0,5,Pass
39.6,4.1,67.6,8,0,Pass
62.9,2.5,83.5,0,1,Fail
82.7,5.0,84.6,4,1,Pass
29.6,3.3,44.2,0,2,Fail
68.3,2.8,64.7,4,1,Fail
33.9,3.7,97.0,4,3,Pass
27.7,5.3,31.7,6,1,Fail
29.0,4.5,76.2,6,2,Pass
87.6,0.7,97.2,10,4,Pass
33.8,2.2,47.5,9,4,Fail
28.4,2.9,89.6,0,3,Fail
57.8,2.1,95.0,8,5,Pass
88.3,4.0,81.0,0,5,Pass
44.7,4.6,42.3,4,3,Fail
56.6,4.2,50.1,6,1,Pass
28.0,5.4,27.7,7,1,Pass
58.7,1.9,87.4,1,4,Fail
68.3,4.9,88.7,0,4,Pass
67.8,4.3,72.5,3,0,Pass
49.9,2.3,51.4,3,4,Fail
48.7,4.2,30.8,9,4,Pass
33.0,1.0,81.5,5,3,Fail
52.5,4.4,79.5,0,0,Fail
32.5,3.2,93.4,0,5,Fail
82.5,2.0,79.8,2,0,Fail
97.5,3.8,87.2,4,1,Pass
97.8,3.7,80.9,5,1,Pass
89.9,1.5,72.3,4,0,Fail
70.1,0.7,57.0,4,0,Fail
77.6,2.7,92.7,8,1,Pass
46.4,3.3,73.8,1,3,Fail
72.3,4.9,54.9,0,3,Pass
59.2,5.1,31.3,5,3,Pass
61.2,3.1,46.8,8,3,Pass
81.8,4.3,65.8,6,1,Pass
46.1,2.7,45.7,7,2,Fail
48.9,4.2,41.6,4,4,Fail
94.3,1.5,64.6,9,4,Pass
29.2,2.4,37.7,3,4,Fail
61.4,3.7,85.0,5,4,Pass
93.5,0.6,61.3,2,1,Fail
70.8,4.1,68.0,0,2,Fail
66.0,4.7,36.1,10,1,Pass
43.7,2.5,49.3,3,2,Fail
50.7,2.7,55.8,8,1,Fail
88.9,4.8,85.6,3,0,Pass
66.9,4.4,82.8,0,2,Pass
63.6,1.9,41.7,3,4,Fail
32.5,2.1,71.2,6,2,Fail
26.2,3.9,43.3,2,5,Fail
97.3,3.3,99.1,9,3,Pass
53.3,1.3,96.4,5,2,Fail
70.2,2.0,67.2,0,5,Fail
31.0,5.0,77.4,10,3,Pass
76.2,3.9,85.1,3,5,Pass
94.9,5.4,79.1,2,3,Pass
68.2,4.3,77.5,0,0,Fail
34.5,5.2,96.9,2,2,Pass
68.6,1.6,69.7,3,5,Fail
82.5,4.4,72.7,4,0,Pass
55.5,0.6,88.7,5,4,Fail
91.0,3.9,75.2,1,2,Pass
73.7,2.8,80.0,1,1,Fail
92.4,2.2,42.6,5,1,Fail
71.8,4.8,52.8,4,1,Pass
34.8,4.8,36.0,0,5,Fail
48.2,0.6,62.9,2,5,Fail
40.1,3.5,59.2,10,3,Pass
93.2,2.3,99.8,4,1,Pass
82.0,2.6,70.8,1,4,Fail
75.7,4.7,84.0,0,5,Pass
47.6,2.0,50.1,8,2,Fail
38.8,5.2,87.4,4,5,Pass
81.7,1.4,71.1,1,2,Fail
60.6,3.8,77.3,9,5,Pass
41.9,3.9,47.1,3,3,Fail
71.2,1.8,66.1,2,3,Fail
28.0,2.1,72.6,6,3,Fail
49.5,4.7,69.2,0,4,Pass
60.1,4.3,93.6,9,5,Pass
36.1,2.1,92.4,3,2,Fail
98.8,3.2,97.8,6,5,Pass
40.7,0.8,75.1,10,0,Fail
34.8,1.5,97.9,9,3,Pass
40.3,2.9,87.4,4,1,Fail
82.7,0.9,45.3,3,0,Fail
56.9,4.7,57.1,3,0,Fail
67.4,4.1,42.9,10,3,Pass
26.6,5.2,25.3,1,1,Fail
27.6,4.0,39.1,7,3,Fail
58.4,5.2,25.3,3,3,Fail
86.2,3.3,79.0,1,1,Fail
91.4,3.5,56.9,8,0,Pass
31.5,5.4,48.4,9,0,Pass
65.4,3.7,82.1,6,5,Pass
93.5,0.7,87.4,2,1,Fail
54.1,4.1,98.1,6,0,Pass
87.2,5.0,73.2,0,4,Pass
35.0,4.5,59.6,0,3,Fail
95.2,3.4,47.9,3,4,Pass
81.4,3.9,41.7,3,4,Fail
95.6,5.5,41.0,3,5,Pass
75.7,1.0,55.7,8,5,Fail
52.3,3.8,99.4,5,5,Pass
95.4,1.9,25.1,2,4,Fail
45.7,3.7,39.8,5,2,Fail
49.9,3.5,39.1,1,2,Fail
77.6,1.3,78.8,1,4,Fail
82.4,1.5,51.4,6,3,Fail
94.7,3.6,59.3,2,4,Pass
40.4,1.1,36.1,6,4,Fail
84.8,1.8,55.4,2,5,Fail
80.4,4.7,32.7,1,5,Fail
29.8,2.1,65.0,3,5,Fail
54.0,2.9,32.3,3,2,Fail
46.2,5.2,84.3,2,4,Pass
47.8,1.6,67.5,8,3,Fail
98.7,2.4,79.3,5,3,Pass
73.2,3.5,56.4,4,5,Pass
78.8,4.3,53.6,5,5,Pass
98.2,5.0,32.4,10,4,Pass
53.3,5.1,64.3,7,3,Pass
85.1,4.4,63.6,4,4,Pass
57.6,1.6,60.1,3,2,Fail
90.2,0.6,80.5,6,4,Fail
38.5,2.4,87.4,4,5,Fail
96.1,1.2,81.3,3,0,Fail
41.4,4.1,35.8,4,2,Fail
49.5,3.8,71.7,10,3,Pass
81.7,0.7,31.0,3,3,Fail
54.5,4.7,77.1,7,5,Pass
70.6,1.7,53.6,7,5,Fail
58.3,2.7,34.9,0,2,Fail
80.7,3.8,89.7,2,5,Pass
42.1,2.6,71.1,10,0,Pass
29.4,2.7,51.6,3,2,Fail
47.5,0.8,27.3,1,5,Fail
60.6,2.5,65.3,4,1,Fail
37.6,4.3,94.2,10,0,Pass
51.6,5.1,69.7,7,2,Pass
55.0,2.6,97.9,1,1,Fail
29.3,2.6,35.2,8,4,Fail
68.7,4.0,67.6,6,0,Pass
91.3,5.2,84.9,5,4,Pass
36.4,1.8,64.4,7,1,Fail
69.8,2.7,31.8,1,3,Fail
74.9,4.5,68.7,4,3,Pass
56.5,3.5,70.9,3,5,Pass
77.6,1.1,79.7,7,3,Fail
55.8,3.6,82.1,0,4,Fail
62.8,1.4,82.8,2,0,Fail
25.6,3.1,74.8,9,4,Pass
76.9,3.1,41.2,7,4,Pass
74.6,4.9,55.3,4,3,Pass
27.9,2.8,83.2,3,4,Fail
52.6,1.9,96.5,5,1,Fail
98.4,1.7,30.9,4,2,Fail
56.6,4.9,65.2,2,2,Pass
62.6,1.4,48.4,10,2,Fail
93.2,2.6,41.9,4,5,Fail
78.8,1.4,62.9,3,3,Fail
68.7,4.4,70.5,0,3,Pass
84.8,2.9,25.7,0,2,Fail
89.8,2.3,83.5,6,0,Pass
59.3,2.3,86.5,3,5,Fail
60.6,4.8,97.4,0,2,Pass
54.0,3.3,38.5,5,4,Fail
97.5,4.1,69.6,10,2,Pass
77.3,5.0,57.0,10,2,Pass
31.2,5.0,50.1,10,0,Pass
89.7,2.1,67.4,10,3,Pass
61.0,5.3,83.7,0,3,Pass
30.2,0.6,26.7,7,4,Fail
66.2,2.4,97.7,8,2,Pass
56.3,5.0,85.7,10,1,Pass
90.8,1.9,81.3,2,4,Fail
40.3,1.9,82.0,6,3,Fail
87.0,2.0,54.2,4,0,Fail
66.8,3.6,81.4,2,3,Pass
29.1,2.7,54.0,4,3,Fail
97.9,4.1,92.4,9,0,Pass
63.4,5.0,38.3,6,2,Pass
46.8,3.9,46.9,6,2,Fail
60.2,1.5,66.4,8,3,Fail
89.3,5.2,48.9,7,4,Pass
47.9,1.8,56.8,3,1,Fail
39.5,1.2,61.9,4,4,Fail
34.7,0.9,89.2,4,5,Fail
47.3,3.3,64.2,9,4,Pass
83.5,1.1,52.2,1,3,Fail
60.4,1.2,43.6,6,3,Fail
42.1,2.0,55.7,6,1,Fail
37.5,1.9,63.7,8,1,Fail
50.0,3.5,81.0,8,1,Pass
95.5,4.6,34.1,3,3,Pass
50.7,4.3,41.6,4,3,Fail
99.1,1.8,53.5,6,4,Fail
61.4,1.7,52.0,9,3,Fail
38.4,5.3,54.4,6,5,Pass
91.8,0.5,84.5,10,2,Pass
59.5,4.9,49.3,9,2,Pass
78.2,1.5,62.6,10,1,Fail
98.8,5.2,71.8,7,3,Pass
28.8,2.2,42.4,7,5,Fail
32.3,2.7,78.9,1,2,Fail
79.0,4.0,66.0,8,4,Pass
46.1,3.4,58.5,10,0,Pass
38.8,2.1,85.7,3,4,Fail
28.0,3.3,43.3,0,0,Fail
26.6,4.2,91.2,0,5,Pass
83.1,0.7,67.1,4,4,Fail
35.1,0.6,70.7,6,2,Fail
60.1,2.8,90.6,4,3,Pass
70.4,1.2,86.3,2,0,Fail
57.1,3.8,70.1,10,3,Pass
27.0,1.6,81.5,6,5,Fail
83.8,2.7,57.5,0,3,Fail
25.8,1.5,66.1,10,2,Fail
82.1,3.2,29.7,0,5,Fail
92.0,1.1,31.7,1,1,Fail
57.5,0.6,87.2,0,1,Fail
65.2,0.8,29.5,8,0,Fail
60.8,5.3,37.7,3,2,Pass
54.2,1.2,84.7,6,3,Fail
91.6,4.0,25.1,4,4,Fail
92.0,0.8,46.2,6,4,Fail
50.2,1.0,68.8,6,5,Fail
71.1,3.0,69.7,0,0,Fail
94.5,2.8,83.3,0,0,Fail
97.2,5.3,62.9,10,0,Pass
63.2,5.2,63.2,2,2,Pass
59.0,4.4,79.4,9,4,Pass
45.9,3.5,62.4,1,5,Fail
96.9,2.8,70.6,6,2,Pass
35.7,2.3,92.3,2,5,Fail
68.5,5.2,55.1,6,2,Pass
46.2,3.5,53.9,8,3,Pass
45.9,3.4,25.3,10,2,Fail
55.4,1.7,71.0,0,2,Fail
99.9,0.7,27.2,2,3,Fail
29.1,5.2,62.8,10,1,Pass
68.4,2.1,85.3,5,3,Fail
31.2,2.7,66.2,8,0,Fail
36.6,1.1,45.2,4,1,Fail
58.0,4.7,84.0,2,4,Pass
63.3,0.6,45.2,7,5,Fail
44.4,4.7,80.0,4,2,Pass
48.7,1.2,70.8,5,1,Fail
31.5,4.9,37.7,1,4,Fail
47.7,4.1,92.9,3,3,Pass
97.5,1.3,40.0,0,3,Fail
95.9,3.3,99.2,3,0,Pass
50.1,2.1,25.5,0,0,Fail
67.8,1.4,44.8,3,1,Fail
93.2,4.8,40.0,1,5,Pass
25.5,2.5,26.0,5,2,Fail
85.8,2.5,79.9,5,3,Pass
96.1,1.3,77.0,7,1,Fail
31.8,2.4,84.4,8,1,Fail
37.1,4.9,44.3,7,5,Pass
97.1,2.3,58.3,0,1,Fail
65.3,5.3,74.4,2,0,Pass
26.1,5.2,58.0,5,5,Pass
44.3,1.2,77.3,0,3,Fail
58.7,1.4,72.5,7,0,Fail
77.0,4.8,33.6,5,0,Pass
80.0,2.5,83.6,0,5,Fail
99.7,0.5,79.1,9,5,Pass
46.6,1.9,74.2,1,1,Fail
65.4,3.5,36.6,5,4,Fail
65.0,4.5,45.1,9,4,Pass
55.4,1.2,54.5,7,4,Fail
37.7,1.1,46.0,4,1,Fail
98.3,5.1,42.1,0,2,Pass
89.0,4.3,85.4,9,3,Pass
62.4,3.4,72.9,1,1,Fail
70.2,4.3,67.4,3,1,Pass
42.0,2.6,41.9,3,0,Fail
65.8,4.3,93.9,6,4,Pass
77.1,2.4,39.3,1,5,Fail
63.6,1.7,84.6,6,1,Fail
99.3,4.1,97.5,6,2,Pass
70.9,2.6,79.5,6,3,Pass
52.8,5.4,99.5,2,2,Pass
82.9,2.2,73.8,5,1,Fail
37.8,5.1,41.3,5,1,Pass
53.8,5.2,40.3,3,0,Fail
51.0,1.7,49.3,0,2,Fail
57.4,4.5,25.5,8,0,Fail
83.6,2.7,76.1,1,5,Fail
61.3,5.1,45.2,8,2,Pass
84.6,2.8,86.1,7,4,Pass
68.2,4.2,51.9,0,5,Fail
50.7,2.8,61.0,10,4,Pass
85.7,1.6,97.4,6,2,Pass
42.9,1.5,43.2,9,0,Fail
41.8,2.6,79.1,2,4,Fail
62.8,4.3,81.6,9,1,Pass
44.6,3.5,41.6,9,3,Pass
25.7,3.9,62.6,8,0,Pass
73.6,1.9,51.3,4,5,Fail
63.3,2.9,82.9,10,5,Pass
58.4,0.7,71.7,2,2,Fail
97.5,4.6,60.7,7,5,Pass
67.8,5.4,83.5,2,3,Pass
89.8,2.5,42.6,6,3,Fail
35.5,0.6,81.5,6,1,Fail
67.7,1.3,89.9,6,5,Pass
90.1,3.8,90.9,0,0,Pass
68.7,3.6,83.8,10,3,Pass
78.9,4.4,55.6,4,0,Pass
52.9,1.8,98.6,10,1,Pass
31.9,4.3,53.5,0,2,Fail
59.3,3.9,72.9,6,3,Pass
54.6,2.1,37.1,7,3,Fail
90.0,3.2,98.5,6,3,Pass
43.3,1.2,77.8,0,5,Fail
97.5,2.8,81.5,2,0,Fail
96.9,4.9,29.9,9,3,Pass
43.6,2.6,82.3,2,0,Fail
51.1,4.7,83.1,6,5,Pass
92.2,3.5,75.4,3,4,Pass
97.5,1.5,46.9,2,4,Fail
58.3,3.4,61.7,5,0,Fail
49.1,3.0,33.3,9,5,Fail
64.5,2.5,60.4,5,4,Fail
76.6,1.1,43.3,9,1,Fail
45.5,2.6,51.2,4,1,Fail
80.2,0.9,37.2,5,4,Fail
28.9,1.0,42.3,2,2,Fail
28.7,2.6,30.7,9,0,Fail
54.0,2.0,94.0,4,4,Fail
51.5,5.1,64.8,8,0,Pass
48.7,2.4,54.8,3,5,Fail
61.8,4.3,65.1,10,4,Pass
49.1,3.2,72.1,1,1,Fail
39.4,4.0,94.1,4,5,Pass
48.2,1.8,38.4,2,2,Fail
98.1,5.2,47.2,2,0,Pass
55.8,3.2,98.2,3,2,Pass
58.4,4.7,52.8,3,1,Fail
68.2,2.3,26.7,4,3,Fail
98.8,1.0,36.1,6,3,Fail
43.1,3.9,27.0,3,0,Fail
76.1,0.5,99.2,10,5,Pass
78.7,2.9,45.9,6,1,Fail
70.5,1.5,94.3,8,0,Pass
31.6,3.6,99.7,2,5,Pass
75.8,5.4,70.0,4,0,Pass
29.8,2.8,27.5,3,0,Fail
69.7,4.6,31.1,8,2,Pass
80.5,3.0,61.1,4,4,Pass
40.8,3.0,55.5,9,1,Fail
88.1,5.2,70.5,1,2,Pass
27.3,4.9,57.9,9,5,Pass
88.3,4.4,95.1,0,4,Pass
59.5,2.0,65.1,6,0,Fail
41.3,3.2,77.0,10,3,Pass
35.0,1.6,92.2,0,2,Fail
96.5,2.7,36.0,7,1,Fail
30.4,2.9,42.2,8,1,Fail
39.9,4.7,33.0,6,4,Pass
51.1,5.0,35.5,8,2,Pass
71.5,2.6,63.4,9,0,Pass
65.9,0.6,49.1,5,4,Fail
34.4,4.8,56.7,6,5,Pass
46.7,1.4,98.7,2,1,Fail
42.9,3.6,36.8,8,5,Pass
41.0,0.6,65.6,2,2,Fail
55.8,2.5,32.4,5,3,Fail
77.8,5.4,48.9,3,5,Pass
41.3,1.0,64.6,8,0,Fail
52.5,2.6,96.0,0,1,Fail
54.3,2.0,54.3,8,2,Fail
98.2,5.0,29.9,3,3,Pass
96.6,4.8,54.1,9,1,Pass
85.0,1.7,35.9,4,3,Fail
43.1,0.9,42.2,10,1,Fail
30.1,3.6,71.4,0,4,Fail
48.8,2.2,30.1,0,4,Fail
45.0,3.9,59.9,5,4,Pass
62.9,0.7,70.7,9,2,Fail
83.3,1.2,56.6,0,4,Fail
89.4,3.9,26.4,1,2,Fail
88.4,1.6,98.9,2,0,Fail
52.0,4.8,52.5,6,4,Pass
76.5,0.8,83.4,1,2,Fail
48.5,1.6,49.4,4,1,Fail
29.6,5.5,60.6,8,2,Pass
77.6,2.7,54.1,9,5,Pass
25.7,4.0,50.7,7,2,Fail
55.7,1.4,26.6,7,5,Fail
49.7,3.5,52.0,10,1,Pass
77.0,4.1,91.7,1,2,Pass
82.5,2.1,76.8,0,1,Fail
47.8,4.6,35.9,8,5,Pass
85.9,3.5,69.3,9,3,Pass
47.0,2.4,91.9,3,4,Fail
58.5,3.3,77.5,8,5,Pass
79.5,3.4,36.2,10,0,Pass
77.0,1.3,90.1,10,2,Pass
99.1,2.5,47.6,6,1,Fail
41.9,2.2,59.1,5,4,Fail
74.7,2.5,64.5,9,2,Pass
70.7,4.3,88.8,8,4,Pass
93.6,2.9,94.9,9,3,Pass
36.7,5.2,94.7,3,2,Pass
81.4,2.0,25.6,0,1,Fail
67.6,2.6,94.1,4,3,Pass
45.6,4.4,29.1,5,2,Fail
60.6,3.2,44.9,5,4,Fail
50.0,3.2,63.6,0,3,Fail
68.4,0.8,61.0,6,1,Fail
91.7,2.5,70.4,7,2,Pass
67.7,1.9,61.0,4,4,Fail
72.4,5.5,95.1,1,4,Pass
63.9,2.0,43.0,1,5,Fail
28.8,4.9,45.6,10,3,Pass
42.5,3.9,94.1,4,2,Pass
61.9,2.2,30.8,6,5,Fail
48.3,3.2,70.7,6,4,Pass
38.6,4.7,76.1,3,3,Pass
62.8,4.9,62.9,10,0,Pass
49.2,1.3,77.1,2,4,Fail
44.4,2.2,38.0,8,3,Fail
59.8,2.2,88.9,6,0,Fail
35.0,0.7,35.5,1,3,Fail
94.6,3.5,55.1,0,4,Fail
90.1,4.8,30.6,10,0,Pass
78.1,2.4,65.9,1,3,Fail
33.0,4.2,75.2,2,2,Fail
83.2,3.6,95.6,4,0,Pass
85.6,2.4,80.5,2,3,Fail
82.6,1.2,65.6,9,2,Fail
33.5,4.0,94.9,8,0,Pass
73.3,4.8,60.9,9,3,Pass
87.6,3.9,67.1,3,4,Pass
68.3,0.6,69.7,6,0,Fail
73.5,1.6,55.7,3,0,Fail
59.4,0.8,87.9,2,2,Fail
64.7,3.4,38.9,9,5,Pass
27.6,4.3,66.6,0,5,Fail
72.9,1.1,79.2,8,3,Fail
31.1,4.7,92.8,10,4,Pass
57.6,3.3,91.3,0,2,Fail
46.9,3.9,63.2,10,0,Pass
65.9,5.4,73.2,0,5,Pass
35.0,0.9,54.6,0,2,Fail
76.9,5.0,60.1,4,2,Pass
84.6,1.1,93.0,6,2,Fail
37.3,2.5,94.8,6,0,Fail
32.8,4.8,92.2,9,1,Pass
35.9,5.0,35.4,0,2,Fail
90.8,3.0,88.8,5,1,Pass
64.6,3.5,96.1,8,5,Pass
60.0,4.0,52.1,5,4,Pass
33.0,4.7,63.9,3,5,Pass
73.7,1.1,83.4,9,4,Pass
90.1,4.6,67.2,8,4,Pass
87.1,2.9,99.5,2,5,Pass
72.0,2.8,59.2,9,3,Pass
30.6,2.6,78.5,3,0,Fail
33.4,3.0,84.4,3,1,Fail
28.7,5.2,62.1,3,3,Pass
44.3,3.2,89.3,5,1,Pass
35.2,5.3,66.0,10,0,Pass
44.5,1.4,55.9,10,2,Fail
53.9,4.1,33.1,6,5,Pass
95.7,4.6,54.5,8,3,Pass
70.8,3.9,80.0,10,0,Pass
87.6,3.5,94.1,2,5,Pass
78.3,3.3,43.9,7,3,Pass
33.4,4.8,51.6,7,4,Pass
80.2,4.6,36.5,0,3,Fail
45.6,1.1,76.8,4,2,Fail
72.9,4.7,97.0,9,2,Pass
50.6,2.6,73.1,4,1,Fail
99.8,1.8,71.3,7,3,Pass
44.8,4.8,66.5,7,4,Pass
45.9,2.7,31.6,1,2,Fail
94.8,4.5,79.7,2,1,Pass
26.8,1.8,70.2,1,4,Fail
77.3,0.5,74.6,0,4,Fail
79.4,3.0,92.4,1,4,Pass
87.7,1.0,83.8,9,0,Fail
98.1,4.3,83.6,5,2,Pass
98.2,1.9,94.5,0,0,Fail
29.9,2.7,99.2,5,0,Fail
86.6,0.9,68.6,0,2,Fail
73.5,1.9,33.2,1,3,Fail
73.6,4.4,59.4,7,5,Pass
34.6,1.3,84.1,5,1,Fail
73.8,3.7,27.1,8,5,Pass
98.7,5.1,29.3,0,5,Pass
93.4,3.9,30.0,4,5,Pass
57.9,4.6,79.8,6,5,Pass
28.0,1.0,62.6,8,2,Fail
52.2,1.8,52.7,10,5,Fail
